doc_id,sentence,pattern_type,matched_text,ai_similarity,impact_verbs,affected_entities,magnitudes,timeframes,sentence_length,domain,impact_type,primary_magnitude,sentiment_score
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 4/9
AI is creating new job opportunities that require skills such as critical
thinking, creativity, and problem-solving.",JOB_IMPACT,creating,0.4119124929037846,['create'],"['workforce', 'innopharma', 'education', 'ai', 'impact', 'ai', 'opportunity']",['4/9'],[],47,employment,neutral,4/9,0.6846416592597961
URL7,This raises an important question: Which jobs will AI impact the most?On,ECONOMIC_IMPACT,impact,0.4190894013644446,[],['ai'],[],[],13,economic,neutral,,0.840055525302887
URL7,"Top Skills of the Future
According to the World Economic Forum 2025 Future of Jobs Report, individuals should consider
building the following skills to stay competitive and relevant in the AI-driven job market:
•Analytical thinking
•AI and big data10/30/25, 12:28 PM",ECONOMIC_IMPACT,Economic,0.41849275146284626,[],"['the', 'world', 'economic', 'forum']",['2025'],[],50,economic,positive,2025,0.5218254327774048
URL7,"They will be essential in leveraging AI and automation to solve complex
problems, drive innovation and ensure meaningful human contribution in the workforce.
",ECONOMIC_IMPACT,contribution,0.4053263889578943,[],['ai'],[],[],27,economic,positive,,0.827786922454834
URL7,"Ways AI Impacts the Job Market and Employment Trends
https://onlinedegrees.sandiego.edu/ai-impact-on-job-market/ 6/8
AI and the Job Market: Final Thoughts
AI has a significant impact on the job market, leading to both job displacement and the creation of
new roles.",ECONOMIC_IMPACT,impact,0.4685424087184398,[],"['ways', 'ai', 'impact', 'the', 'job', 'market', 'and', 'employment', 'trends', 'ai', 'the', 'job', 'market', ':', 'final', 'thought', '\n', 'ai']",['6/8'],[],45,economic,neutral,6/8,0.8816838264465332
URL8,"In this blog, we will explore how AI and automation are transforming the Indian job market, examine their
potential socio-economic impact, and suggest policy measures to harness their benefits while mitigating
adverse effects.
",ECONOMIC_IMPACT,economic,0.40869503367873694,['transform'],"['ai', 'indian', 'ai', 'market']",[],[],42,economic,neutral,,0.6046594977378845
URL8,"In this blog, we will explore how AI and automation are transforming the Indian job market, examine their
potential socio-economic impact, and suggest policy measures to harness their benefits while mitigating
adverse effects.
",ECONOMIC_IMPACT,impact,0.40869503367873694,['transform'],"['ai', 'indian', 'ai', 'market']",[],[],42,economic,neutral,,0.6046594977378845
URL8,"India
The IT industry in India has been a major employer, providing over 5.4 million jobs and creating numerous
opportunities for fresh engineering graduates.",ECONOMIC_IMPACT,5.4 million,0.40745172215972913,['create'],"['india', 'india', 'opportunity']","['5.4', 'million']",[],28,economic,positive,5.4,0.9161001443862915
URL8,"India
The IT industry in India has been a major employer, providing over 5.4 million jobs and creating numerous
opportunities for fresh engineering graduates.",ECONOMIC_IMPACT,million,0.40745172215972913,['create'],"['india', 'india', 'opportunity']","['5.4', 'million']",[],28,economic,positive,5.4,0.9161001443862915
URL8,"India
The IT industry in India has been a major employer, providing over 5.4 million jobs and creating numerous
opportunities for fresh engineering graduates.",JOB_IMPACT,creating,0.40745172215972913,['create'],"['india', 'india', 'opportunity']","['5.4', 'million']",[],28,employment,positive,5.4,0.9161001443862915
URL8,"AI-driven diagnostic tools, medical imaging
analysis, and predictive analytics are enhancing the accuracy and efficiency of healthcare services.
",DEPENDENCY_ANALYSIS,N/A,0.4164134255540389,['enhance'],"['tool', 'accuracy']",[],[],25,productivity,positive,,0.7518297433853149
URL8,"However, the
advent of automation technologies like robotic process automation, AI-powered machinery, and 3D printing
is reducing the demand for manual labor, especially in assembly-line tasks.
",JOB_IMPACT,reducing,0.4203754443728566,['reduce'],"['ai', 'advent', 'printing', 'demand']",[],[],38,employment,neutral,,0.7789855599403381
URL8,"Mitigating Job Displacement
A crucial step in mitigating job displacement is investing in education and training initiatives focused on
upskilling and reskilling the workforce.",SKILL_WAGE_IMPACT,training,0.43185038036968093,[],[],[],[],27,skills_wages,neutral,,0.778899610042572
URL8,"Encouraging entrepreneurship and innovation is another effective strategy for creating new job
opportunities.",JOB_IMPACT,creating,0.4113465324492648,['create'],['opportunity'],[],[],15,employment,positive,,0.892962634563446
URL8,"As demand for AI specialists and skilled professionals
grows, India must prioritize investment in skill development and establish a robust AI research ecosystem.",SKILL_WAGE_IMPACT,skill,0.4012068070862742,[],"['ai', 'india', 'ai']",[],[],26,skills_wages,positive,,0.5743410587310791
